Sample.id,Continent,type,AON,NR,NOA,NF,M,lat,dem,soc,clay,nitrogen,ph,variance,entropy,NDVImax,Nppmax,ref,LWR,MAT,TDR,TWQ
SRR1926122,Australia,Agricultural land,35.73181729,278.2605923,1279.498195,239.4231763,1640.856256,-19.733,-0.25033373,-0.787704,0.2647041,-1.0909884,0.22224975,2.2558522,0.8845058,2.2731373,3.9653249,-0.95107305,1.3158523,1.1412048,0.4377828,0.96917176
SRR1926147,Australia,Agricultural land,15.43319328,92.02358246,443.2824857,69.62280438,577.7940444,-19.733,-0.25033373,-0.787704,0.2647041,-1.0909884,0.22224975,2.2558522,0.8845058,2.2731373,3.9653249,-0.95107305,1.3158523,1.1412048,0.4377828,0.96917176
SRR1926159,Australia,Agricultural land,87.96064591,406.1900253,1109.075806,253.8349101,1631.667929,-19.733,-0.25033373,-0.787704,0.2647041,-1.0909884,0.22224975,2.2558522,0.8845058,2.2731373,3.9653249,-0.95107305,1.3158523,1.1412048,0.4377828,0.96917176
SRR1926200,Australia,Agricultural land,55.49324137,345.1622008,976.1970509,294.0041155,1586.291099,-19.733,-0.25033373,-0.787704,0.2647041,-1.0909884,0.22224975,2.2558522,0.8845058,2.2731373,3.9653249,-0.95107305,1.3158523,1.1412048,0.4377828,0.96917176
SRR1926201,Australia,Agricultural land,61.87265509,360.4650055,1007.044466,289.9875526,1596.928414,-19.733,-0.25033373,-0.787704,0.2647041,-1.0909884,0.22224975,2.2558522,0.8845058,2.2731373,3.9653249,-0.95107305,1.3158523,1.1412048,0.4377828,0.96917176
SRR2029815,Europe,Wetland,35.88628292,162.3376445,236.5061678,102.0522125,414.2209142,50.14667,0.64800394,-0.41722006,0.06747176,0.2562782,0.073951825,-0.03667776,0.6761238,2.4636059,2.2038465,-0.8938419,-0.8248371,0.4851072,-0.37936363,0.433105
SRR2029816,Europe,Wetland,35.24534498,155.5888218,226.8968035,103.8559149,413.5404622,50.14667,0.64800394,-0.41722006,0.06747176,0.2562782,0.073951825,-0.03667776,0.6761238,2.4636059,2.2038465,-0.8938419,-0.8248371,0.4851072,-0.37936363,0.433105
SRR2029817,Europe,Wetland,35.28463588,161.8286225,238.2397176,96.5811117,401.9815577,50.14667,0.64800394,-0.41722006,0.06747176,0.2562782,0.073951825,-0.03667776,0.6761238,2.4636059,2.2038465,-0.8938419,-0.8248371,0.4851072,-0.37936363,0.433105
SRR2029827,Europe,Wetland,53.5813384,120.8398094,272.9003194,27.2569239,382.555524,50.14667,0.64800394,-0.41722006,0.06747176,0.2562782,0.073951825,-0.03667776,0.6761238,2.4636059,2.2038465,-0.8938419,-0.8248371,0.4851072,-0.37936363,0.433105
SRR2029828,Europe,Wetland,55.51957312,121.5705044,274.6522417,25.48962499,378.8065772,50.14667,0.64800394,-0.41722006,0.06747176,0.2562782,0.073951825,-0.03667776,0.6761238,2.4636059,2.2038465,-0.8938419,-0.8248371,0.4851072,-0.37936363,0.433105
SRR2029829,Europe,Wetland,55.91724623,121.2921721,263.5650417,28.98624453,376.9062526,50.14667,0.64800394,-0.41722006,0.06747176,0.2562782,0.073951825,-0.03667776,0.6761238,2.4636059,2.2038465,-0.8938419,-0.8248371,0.4851072,-0.37936363,0.433105
SRR2070858,Asia,Agricultural land,115.0068292,373.8099153,456.8595923,75.87383306,481.9470669,21.088732,-0.2800599,-0.61127925,0.9960321,-0.589842,-0.1512084,1.120243,0.6226339,1.7371852,1.9770198,-0.99619466,0.6203714,1.136324,-1.209094,1.028474
SRR2070865,Asia,Agricultural land,113.8631074,351.3084832,455.6400206,75.35327636,483.8137327,21.088395,-0.28188717,-0.61932623,0.8425396,-0.6052188,-0.11718487,0.62406385,0.64325017,1.754729,1.881186,-0.9744422,0.62189776,1.1359221,-1.2086158,1.0278603
SRR2071948,Asia,Agricultural land,238.4613561,768.786556,1826.836331,884.2208978,2247.451579,21.08839,-0.28188717,-0.61932623,0.8425396,-0.6052188,-0.11718487,0.62406385,0.64325017,1.754729,1.881186,-0.9744422,0.62189776,1.1359221,-1.2086158,1.0278603
SRR2071949,Asia,Agricultural land,230.6402977,772.8116395,1790.524126,881.6847301,2238.534051,21.088395,-0.28188717,-0.61932623,0.8425396,-0.6052188,-0.11718487,0.62406385,0.64325017,1.754729,1.881186,-0.9744422,0.62189776,1.1359221,-1.2086158,1.0278603
SRR2093878,Asia,Agricultural land,64.55455152,137.0988183,354.5413402,28.51100569,470.1102364,24.5283427,0.16415013,-0.57161117,0.13261834,-0.62423337,-0.35274285,-0.25841385,0.50934976,2.2291305,2.3539877,-1.0594187,0.25609115,0.9850718,-0.73604286,0.9830436
SRR2140746,North America,Grassland,0.023040038,0.117800715,1.419365049,1.725307147,3.261414652,39.0931,0.61531353,-0.41941386,1.9677209,-0.36594608,0.11739123,-0.2997973,0.4430813,2.1910636,0.8609525,-0.910416,-0.052601546,0.67633283,0.79667455,0.8309091
SRR2952554,Asia,Bareland,9.714665706,57.65261912,293.1134575,139.2430295,810.5108793,37.2930286,4.127436,-0.78862566,-0.7543377,-0.9016432,1.5691723,-0.46417308,-1.106526,0.568924,0.22862995,-0.5418646,0.45618072,0.42567885,0.9325345,0.5150767
SRR2954705,Asia,Bareland,9.008649017,55.32398861,299.1004742,130.8369463,819.7795356,37.2930286,4.127436,-0.78862566,-0.7543377,-0.9016432,1.5691723,-0.46417308,-1.106526,0.568924,0.22862995,-0.5418646,0.45618072,0.42567885,0.9325345,0.5150767
SRR2962480,Asia,Forest,10.86633726,21.43283286,89.12868572,110.4902663,482.5539759,23.39,-0.0773017,-0.27149084,0.9796647,-0.4219462,-0.5905199,0.118436575,0.7987342,2.4514053,5.1080813,-1.1041272,0.60414344,1.0932437,-1.158615,0.956708
SRR3401986,North America,Wetland,54.94139366,262.7667143,2093.160307,537.5659709,2181.717898,45.41,-0.24396412,0.121943735,0.5825278,0.6623743,-0.1772097,1.4056277,0.29875246,2.3613555,1.8859514,-0.5831051,-0.4764114,0.42945912,-0.041202765,0.5878962
SRR3401989,North America,Wetland,67.96876074,308.6493293,1952.798177,473.2868567,1939.586649,45.41,-0.24396412,0.121943735,0.5825278,0.6623743,-0.1772097,1.4056277,0.29875246,2.3613555,1.8859514,-0.5831051,-0.4764114,0.42945912,-0.041202765,0.5878962
SRR3401991,North America,Wetland,68.93250071,319.7296165,2172.197442,528.0467996,2211.06926,45.41,-0.24396412,0.121943735,0.5825278,0.6623743,-0.1772097,1.4056277,0.29875246,2.3613555,1.8859514,-0.5831051,-0.4764114,0.42945912,-0.041202765,0.5878962
SRR3401994,North America,Wetland,77.69913636,339.7834284,2083.948372,482.1358916,2306.135867,45.41,-0.24396412,0.121943735,0.5825278,0.6623743,-0.1772097,1.4056277,0.29875246,2.3613555,1.8859514,-0.5831051,-0.4764114,0.42945912,-0.041202765,0.5878962
SRR3402036,North America,Wetland,21.07826474,125.9517778,2762.498908,504.7963093,3152.172988,45.41,-0.24396412,0.121943735,0.5825278,0.6623743,-0.1772097,1.4056277,0.29875246,2.3613555,1.8859514,-0.5831051,-0.4764114,0.42945912,-0.041202765,0.5878962
SRR3402044,North America,Wetland,70.13864279,415.5301567,1008.779894,331.5273733,1564.54026,45.41,-0.24396412,0.121943735,0.5825278,0.6623743,-0.1772097,1.4056277,0.29875246,2.3613555,1.8859514,-0.5831051,-0.4764114,0.42945912,-0.041202765,0.5878962
SRR3402046,North America,Wetland,63.49342116,420.0616637,1015.580333,339.0621196,1588.648435,45.41,-0.24396412,0.121943735,0.5825278,0.6623743,-0.1772097,1.4056277,0.29875246,2.3613555,1.8859514,-0.5831051,-0.4764114,0.42945912,-0.041202765,0.5878962
SRR3402048,North America,Wetland,54.35425372,422.5455918,1002.924392,321.0474516,1526.247362,45.41,-0.24396412,0.121943735,0.5825278,0.6623743,-0.1772097,1.4056277,0.29875246,2.3613555,1.8859514,-0.5831051,-0.4764114,0.42945912,-0.041202765,0.5878962
SRR3439671,Asia,Bareland,8.888193474,56.21428498,291.2420992,132.9736695,799.5051466,37.2930286,4.127436,-0.78862566,-0.7543377,-0.9016432,1.5691723,-0.46417308,-1.106526,0.568924,0.22862995,-0.5418646,0.45618072,0.42567885,0.9325345,0.5150767
SRR3439678,Asia,Bareland,4.099089945,43.46569132,250.3535467,118.7967453,631.1365799,37.2930286,4.127436,-0.78862566,-0.7543377,-0.9016432,1.5691723,-0.46417308,-1.106526,0.568924,0.22862995,-0.5418646,0.45618072,0.42567885,0.9325345,0.5150767
SRR3452784,Asia,Bareland,5.551667448,42.46367176,236.4929026,101.9233515,597.6744854,37.2930286,4.127436,-0.78862566,-0.7543377,-0.9016432,1.5691723,-0.46417308,-1.106526,0.568924,0.22862995,-0.5418646,0.45618072,0.42567885,0.9325345,0.5150767
SRR3452787,Asia,Bareland,6.634889207,43.72803302,244.1649144,90.11808681,634.2577675,37.2930286,4.127436,-0.78862566,-0.7543377,-0.9016432,1.5691723,-0.46417308,-1.106526,0.568924,0.22862995,-0.5418646,0.45618072,0.42567885,0.9325345,0.5150767
SRR350471,North America,Agricultural land,68.02685712,303.5810679,401.3790573,25.18225073,790.4661506,43.9077478,0.27305835,-0.38442835,-0.16073489,0.44397968,-0.3117434,0.4288852,0.83479077,2.4788413,1.9567064,-0.88711727,-0.38925624,0.46991563,0.602756,0.63078743
SRR350474,North America,Agricultural land,68.53198918,363.3620771,628.015732,123.3050318,1204.21904,43.9077478,0.27305835,-0.38442835,-0.16073489,0.44397968,-0.3117434,0.4288852,0.83479077,2.4788413,1.9567064,-0.88711727,-0.38925624,0.46991563,0.602756,0.63078743
SRR350500,North America,Agricultural land,59.29697951,316.904063,480.1949333,27.98652051,834.9109711,43.9077478,0.27305835,-0.38442835,-0.16073489,0.44397968,-0.3117434,0.4288852,0.83479077,2.4788413,1.9567064,-0.88711727,-0.38925624,0.46991563,0.602756,0.63078743
SRR350513,North America,Agricultural land,123.7591562,224.6819442,333.0050003,23.22822573,737.2465107,43.9077478,0.27305835,-0.38442835,-0.16073489,0.44397968,-0.3117434,0.4288852,0.83479077,2.4788413,1.9567064,-0.88711727,-0.38925624,0.46991563,0.602756,0.63078743
SRR350639,North America,Agricultural land,61.40298725,378.8943639,741.6847079,172.8912275,1338.691197,43.9077478,0.27305835,-0.38442835,-0.16073489,0.44397968,-0.3117434,0.4288852,0.83479077,2.4788413,1.9567064,-0.88711727,-0.38925624,0.46991563,0.602756,0.63078743
SRR350640,North America,Agricultural land,47.1490397,321.9933126,666.1155505,142.6831332,1187.897609,43.9077478,0.27305835,-0.38442835,-0.16073489,0.44397968,-0.3117434,0.4288852,0.83479077,2.4788413,1.9567064,-0.88711727,-0.38925624,0.46991563,0.602756,0.63078743
SRR350641,North America,Agricultural land,122.5260321,362.2339973,259.7351687,9.436942385,589.5940413,43.9077478,0.27305835,-0.38442835,-0.16073489,0.44397968,-0.3117434,0.4288852,0.83479077,2.4788413,1.9567064,-0.88711727,-0.38925624,0.46991563,0.602756,0.63078743
SRR350692,North America,Grassland,6.52251679,90.39666726,200.3848845,13.01422115,578.7374693,42.4539179,0.27194452,-0.5649486,1.3265084,-0.15208386,-0.005210368,3.9989471,0.9339342,1.9728892,1.8136362,-0.6717957,-0.29313523,0.5265562,0.50499886,0.71084243
SRR350919,North America,Agricultural land,111.1696379,411.0829781,435.8999589,21.76383571,728.7079446,41.6380873,0.33733127,-0.7494194,1.9364438,-0.45460448,0.08916326,3.1015294,0.78302485,1.2476692,1.5956329,-0.75810164,-0.2470077,0.5752884,0.54465914,0.7593536
SRR350921,North America,Agricultural land,92.71376398,412.1010657,472.3905569,26.58203512,805.1798261,41.6380873,0.33733127,-0.7494194,1.9364438,-0.45460448,0.08916326,3.1015294,0.78302485,1.2476692,1.5956329,-0.75810164,-0.2470077,0.5752884,0.54465914,0.7593536
SRR350970,North America,Agricultural land,82.24776518,244.1760005,353.3966802,29.96322271,724.0649135,37.9249062,2.477926,-0.63406867,0.16551462,-0.84810513,1.2131801,-0.5077598,-1.2744083,1.1072037,0.42494404,-0.5201918,0.15330563,0.68109393,2.720752,0.8396641
SRR351473,North America,Agricultural land,88.91653931,285.7389885,274.0697317,10.34702561,431.4075739,41.6380873,0.33733127,-0.7494194,1.9364438,-0.45460448,0.08916326,3.1015294,0.78302485,1.2476692,1.5956329,-0.75810164,-0.2470077,0.5752884,0.54465914,0.7593536
SRR351474,North America,Agricultural land,87.50950614,266.8875453,249.8155411,8.37895007,398.611382,41.6380873,0.33733127,-0.7494194,1.9364438,-0.45460448,0.08916326,3.1015294,0.78302485,1.2476692,1.5956329,-0.75810164,-0.2470077,0.5752884,0.54465914,0.7593536
SRR352287,North America,Grassland,0.59932062,25.10162369,38.34182684,1.930296843,144.567869,41.307286,0.32953343,-0.5807886,1.6299175,-0.10442865,0.029176852,0.36961693,0.83010864,2.5889738,1.5248281,-0.7309034,-0.22450453,0.5797576,0.46369338,0.74867356
SRR3592108,Australia,Agricultural land,131.1780066,381.5550918,1110.554385,222.2985423,1662.359354,-25.025508,-0.23256598,-0.6920389,-0.624193,-0.89996684,-0.12043212,1.9992434,0.7876339,2.0615013,3.5315537,-0.9788449,1.0343534,1.0445855,0.081654675,0.8741471
SRR3601981,Australia,Agricultural land,100.8422811,414.2270629,1213.812968,258.7154319,1788.156773,-25.025508,-0.23256598,-0.6920389,-0.624193,-0.89996684,-0.12043212,1.9992434,0.7876339,2.0615013,3.5315537,-0.9788449,1.0343534,1.0445855,0.081654675,0.8741471
SRR3601982,Australia,Agricultural land,86.24577098,350.5901513,1045.571013,242.0114753,1698.430847,-25.025508,-0.23256598,-0.6920389,-0.624193,-0.89996684,-0.12043212,1.9992434,0.7876339,2.0615013,3.5315537,-0.9788449,1.0343534,1.0445855,0.081654675,0.8741471
SRR3601984,Australia,Agricultural land,110.3964709,408.1622305,1144.761113,218.5186214,1670.42708,-25.025508,-0.23256598,-0.6920389,-0.624193,-0.89996684,-0.12043212,1.9992434,0.7876339,2.0615013,3.5315537,-0.9788449,1.0343534,1.0445855,0.081654675,0.8741471
SRR3659419,North America,Forest,0,0,0,0.041844245,0.106017141,49,-0.1125944,-0.15864415,-1.577301,-0.046718433,-0.9516635,1.2587012,0.5807091,2.3707132,2.6051683,-0.92067844,-0.6205635,0.32275432,-0.59339345,0.3328171
SRR3712179,Africa,Grassland,39.24225937,187.8545272,1310.891594,798.473111,2232.404159,-19.0313,2.129062,-0.9078977,-1.0533905,-0.9764965,1.2663125,-0.47674593,-0.31096974,1.7541949,0.35879135,-0.5863642,1.7939576,1.0972931,2.2094283,0.913488
SRR3712206,Africa,Grassland,20.20475784,131.0450444,937.9055017,825.3829637,2010.782419,-19.0371,2.1363285,-0.9098986,-1.061307,-0.98891735,1.2607439,-0.44646063,0.04992154,1.6957947,0.92063963,-0.61601627,1.7961832,1.0986073,2.2101936,0.9154761
SRR3712207,Africa,Grassland,23.71592779,140.043301,1025.452202,827.4121587,2101.319258,-19.0371,2.1363285,-0.9098986,-1.061307,-0.98891735,1.2607439,-0.44646063,0.04992154,1.6957947,0.92063963,-0.61601627,1.7961832,1.0986073,2.2101936,0.9154761
SRR3712209,Africa,Grassland,45.88359351,184.2353433,1197.702085,790.0272186,2154.765293,-19.0371,2.1363285,-0.9098986,-1.061307,-0.98891735,1.2607439,-0.44646063,0.04992154,1.6957947,0.92063963,-0.61601627,1.7961832,1.0986073,2.2101936,0.9154761
SRR3712211,Africa,Grassland,55.61131163,413.1150353,1370.192558,568.1103582,2199.772499,-19.0371,2.1363285,-0.9098986,-1.061307,-0.98891735,1.2607439,-0.44646063,0.04992154,1.6957947,0.92063963,-0.61601627,1.7961832,1.0986073,2.2101936,0.9154761
SRR3954470,North America,Grassland,14.517207,131.5603685,779.6426793,215.5102692,1449.028646,38.99297339,0.4477329,-0.42448395,-0.40333965,-0.5403428,-0.1337933,0.06802289,0.7296234,1.9304701,4.462958,-1.0045016,-0.09074014,0.7642645,1.8989981,0.6953317
SRR3954471,North America,Grassland,14.14297686,129.4217242,776.2566101,214.5802842,1451.938649,38.99297339,0.4477329,-0.42448395,-0.40333965,-0.5403428,-0.1337933,0.06802289,0.7296234,1.9304701,4.462958,-1.0045016,-0.09074014,0.7642645,1.8989981,0.6953317
SRR3954472,North America,Grassland,14.75446869,133.5214516,758.7901291,207.0908149,1424.407655,38.99297339,0.4477329,-0.42448395,-0.40333965,-0.5403428,-0.1337933,0.06802289,0.7296234,1.9304701,4.462958,-1.0045016,-0.09074014,0.7642645,1.8989981,0.6953317
SRR3954473,North America,Grassland,14.36735028,131.6212523,763.2256172,208.8409372,1433.68789,38.99297339,0.4477329,-0.42448395,-0.40333965,-0.5403428,-0.1337933,0.06802289,0.7296234,1.9304701,4.462958,-1.0045016,-0.09074014,0.7642645,1.8989981,0.6953317
SRR3954474,North America,Grassland,15.49209485,130.9096971,761.5846586,208.5484674,1428.257068,38.99297339,0.4477329,-0.42448395,-0.40333965,-0.5403428,-0.1337933,0.06802289,0.7296234,1.9304701,4.462958,-1.0045016,-0.09074014,0.7642645,1.8989981,0.6953317
SRR3969602,North America,Agricultural land,311.8889438,653.9767629,1011.915761,145.9672832,1333.135085,39.53,3.221545,-0.669978,0.9001883,-0.52923524,1.2274454,1.5736079,0.85493803,0.95396525,0.4896617,-0.75216836,-0.03239039,0.5401163,2.5651739,0.63925284
SRR3969907,North America,Agricultural land,323.4445317,668.8716027,1102.96234,182.6734081,1425.17898,39.53,3.221545,-0.669978,0.9001883,-0.52923524,1.2274454,1.5736079,0.85493803,0.95396525,0.4896617,-0.75216836,-0.03239039,0.5401163,2.5651739,0.63925284
SRR3970034,North America,Agricultural land,329.0524595,725.6022011,1133.019601,173.9121404,1382.258077,39.53,3.221545,-0.669978,0.9001883,-0.52923524,1.2274454,1.5736079,0.85493803,0.95396525,0.4896617,-0.75216836,-0.03239039,0.5401163,2.5651739,0.63925284
SRR3970040,North America,Forest,292.6547286,636.2262848,899.7519086,117.9171586,1128.856597,39.53,3.221545,-0.669978,0.9001883,-0.52923524,1.2274454,1.5736079,0.85493803,0.95396525,0.4896617,-0.75216836,-0.03239039,0.5401163,2.5651739,0.63925284
SRR3971189,North America,Agricultural land,305.5696122,639.8848517,900.8907875,112.1517625,1128.837362,39.53,3.221545,-0.669978,0.9001883,-0.52923524,1.2274454,1.5736079,0.85493803,0.95396525,0.4896617,-0.75216836,-0.03239039,0.5401163,2.5651739,0.63925284
SRR3972132,North America,Agricultural land,373.5284592,772.169327,1013.83809,122.2409734,1245.06531,39.53,3.221545,-0.669978,0.9001883,-0.52923524,1.2274454,1.5736079,0.85493803,0.95396525,0.4896617,-0.75216836,-0.03239039,0.5401163,2.5651739,0.63925284
SRR3972141,North America,Agricultural land,379.0387229,757.8796984,1133.427295,177.7395069,1366.672783,39.53,3.221545,-0.669978,0.9001883,-0.52923524,1.2274454,1.5736079,0.85493803,0.95396525,0.4896617,-0.75216836,-0.03239039,0.5401163,2.5651739,0.63925284
SRR3972149,North America,Agricultural land,385.8991233,786.9535475,1068.167181,133.5246966,1300.68224,39.53,3.221545,-0.669978,0.9001883,-0.52923524,1.2274454,1.5736079,0.85493803,0.95396525,0.4896617,-0.75216836,-0.03239039,0.5401163,2.5651739,0.63925284
SRR3977090,North America,Forest,7.398583398,49.8769118,712.4509675,139.1539944,1445.032952,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3977097,North America,Forest,2.749518786,45.34165243,541.006759,72.98666797,1273.690265,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3977098,North America,Forest,3.176861945,58.94604723,747.3343297,131.6412612,1545.739591,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3977124,North America,Forest,5.671419498,40.22264001,507.7601552,89.12717428,1179.261801,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3977125,North America,Forest,8.334323544,51.93460769,710.6770704,143.6478059,1471.19074,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3977135,North America,Forest,9.783868841,52.66908911,495.9402199,83.42146637,1218.068163,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3977136,North America,Forest,9.941677828,73.62871437,702.9912045,166.0278391,1583.17589,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3977139,North America,Forest,8.295150906,76.79437229,670.0819571,150.0863479,1516.289652,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3977438,North America,Forest,6.575006358,42.95406172,538.4384525,79.3595066,1198.083486,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3977439,North America,Forest,8.398833727,50.66313577,659.8538014,119.3217697,1375.630489,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3978320,North America,Forest,3.411828156,29.92463398,558.8417094,82.84877165,1191.035928,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3978321,North America,Forest,2.949237685,37.81459308,676.5207677,123.8055451,1366.604303,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3978361,North America,Forest,13.26326744,53.8030282,577.5973319,117.5500016,1218.109965,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3978390,North America,Forest,14.56028637,76.68961891,798.5752265,183.8326544,1582.954234,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3979409,North America,Forest,9.308583219,59.05139165,514.4844138,93.23096404,1263.464412,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3979410,North America,Forest,10.22609925,71.09085803,687.6808369,151.970811,1517.347048,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3979411,North America,Forest,7.015833991,49.53847357,500.1975452,84.93455923,1218.309586,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3979412,North America,Forest,4.861883232,57.98575412,729.4217175,163.1070691,1571.215805,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3979413,North America,Forest,9.309180247,64.39118149,527.1666158,91.85261614,1297.33338,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3979414,North America,Forest,6.240066611,71.64796157,666.1616703,149.8836571,1479.175467,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3979453,North America,Forest,3.633172189,30.5730581,547.7576486,84.3630565,1163.789956,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3979454,North America,Forest,4.037616956,34.75044388,650.6489432,130.5595303,1342.649139,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3979490,North America,Forest,2.624581792,42.94558084,543.1740337,75.29511287,1270.625484,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3979491,North America,Forest,3.136635038,55.76820314,692.8968191,126.3551856,1496.626202,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3979977,North America,Forest,2.529670823,28.70547108,504.6338168,78.6054163,1162.832759,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3979978,North America,Forest,3.694494944,41.58724627,637.2275382,126.575435,1360.21346,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3981081,North America,Forest,6.275786951,43.06197162,501.3416989,78.27206584,1230.66213,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3981082,North America,Forest,5.314925177,61.50232681,732.9825707,156.847228,1573.932539,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3981189,North America,Forest,2.587030344,39.65945671,565.6644153,72.27055078,1293.9763,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3981190,North America,Forest,2.850024635,48.41965494,705.647336,115.821118,1494.947174,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3982067,North America,Forest,7.952445304,69.17464685,559.940732,84.35259887,1337.319832,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
SRR3982068,North America,Forest,7.19691037,67.71175058,692.0833272,145.4138491,1513.982539,38.88,2.488569,0.53874236,-0.8486546,0.20342822,-0.39937866,-0.24484093,0.454904,2.3075972,2.1200938,-1.1177145,-0.08638937,0.62950736,1.2505044,0.5846361
