Sample.id,Continent,type,Ammonium oxidation to nitrate,Nitrogen removal,Nitrate reduction to ammonium,Nitrogen fixation,Mineralization
SRR3989309,North America,Agricultural land,15.65963817,149.191013,365.9677186,84.44781681,669.6854874
SRR3989314,North America,Agricultural land,5.591929329,85.52617826,236.2171422,77.63154623,495.960718
SRR3989337,North America,Forest,243.2549368,527.0281315,849.4601057,118.943734,1171.962302
SRR3989338,North America,Agricultural land,170.552999,431.4445025,572.831212,92.46371012,1045.66458
SRR3989339,North America,Agricultural land,85.14612264,371.5381087,693.5927051,161.6845875,1376.824012
SRR3989344,North America,Agricultural land,54.84456252,239.4290268,307.4386086,86.23328148,818.8869941
SRR3989430,North America,Agricultural land,440.9290938,879.372515,1361.179761,221.2209197,1548.218984
SRR3989449,North America,Grassland,48.78660064,116.6802686,1005.054948,908.1040926,2278.547884
SRR3989455,North America,Forest,59.92929933,365.7238581,910.7506398,283.9140291,1583.192671
SRR3989456,North America,Forest,58.45357739,408.7487736,966.5550608,285.3601899,1527.301356
SRR3989457,North America,Forest,60.4075464,384.1041262,921.1113352,287.2432208,1557.209242
SRR3989458,North America,Forest,60.7542738,358.6718015,864.4572932,295.1226267,1499.823263
SRR3989459,North America,Forest,55.74136804,371.5485504,895.941616,263.2806891,1521.681253
SRR3989460,North America,Agricultural land,56.09489054,357.3698122,860.101196,275.1555722,1466.543326
SRR3989461,North America,Agricultural land,62.1666601,341.2568581,800.9925641,257.2392514,1426.912779
SRR3989462,North America,Forest,52.15470626,348.1169296,859.5337233,275.8902124,1544.970544
SRR3989463,North America,Forest,55.90068188,388.4214838,903.9206496,268.7818092,1557.717795
SRR3989464,North America,Forest,60.5212383,400.5007242,943.2709423,282.0057092,1572.350887
SRR3989465,North America,Forest,55.79471942,388.1262357,871.9208616,256.2271044,1502.767183
SRR3989466,North America,Forest,52.26586271,390.233553,852.2644672,275.8673456,1502.22897
SRR3989467,North America,Forest,60.42510615,367.3200351,848.1792446,281.5951806,1486.313492
SRR3989468,North America,Forest,52.32964772,352.4961149,889.077721,281.2740736,1535.426234
SRR3989469,North America,Forest,63.65070701,430.2244994,893.4043086,287.4077172,1508.210211
SRR3989470,North America,Agricultural land,40.48084638,361.5011114,809.1195259,284.6513872,1404.220792
SRR3989471,North America,Agricultural land,56.23760061,363.6617471,809.7201893,267.4576367,1448.060505
SRR3989472,North America,Forest,51.40318376,392.5590803,851.8999611,295.0172228,1459.610972
SRR3989473,North America,Forest,61.27671888,395.1121659,924.294071,270.6262703,1584.636935
SRR3989474,North America,Agricultural land,52.18189307,360.0599183,911.1787349,304.0689137,1521.253186
SRR3989476,North America,Forest,77.77562685,369.518147,845.1784857,275.3963801,1503.747007
SRR3989477,North America,Agricultural land,68.56112786,399.0942546,933.6426032,269.9931046,1532.92818
SRR3989478,North America,Forest,61.33484426,397.4281816,926.6183436,275.5000106,1542.727006
SRR3989479,North America,Forest,70.40571134,378.5075692,942.445072,254.3250697,1509.018319
SRR3989480,North America,Forest,75.3354369,426.7147424,907.7916366,260.519554,1540.946655
SRR3989481,North America,Forest,61.26157782,362.9310683,1002.79062,295.7201543,1640.832444
SRR3989482,North America,Agricultural land,57.84542954,379.0703885,956.7034038,306.9911969,1550.521882
SRR3989483,North America,Forest,60.77802782,341.5043484,874.2551054,294.6157059,1501.215509
SRR3989484,North America,Forest,58.95323673,414.2320758,978.6263436,292.2230499,1583.3669
SRR3989485,North America,Forest,63.58226867,403.018303,941.3402908,271.6029026,1592.602315
SRR3989486,North America,Forest,63.76186089,365.3342709,879.3784513,253.5192342,1510.046395
SRR3989487,North America,Agricultural land,69.10017067,399.6573608,942.9640226,273.660905,1545.560299
SRR3989488,North America,Forest,60.72517676,391.1321861,848.7575241,256.7064195,1483.839124
SRR3989489,North America,Agricultural land,59.63202449,416.8964025,1001.003241,308.9537393,1615.910194
SRR3989490,North America,Agricultural land,55.6885282,359.0290121,879.3172853,270.0845585,1523.613566
SRR3989492,North America,Agricultural land,63.18023082,379.4361644,868.8092254,268.3593049,1476.153181
SRR3989493,North America,Agricultural land,64.10976233,353.627978,886.2728667,263.3847074,1494.132316
SRR3989494,North America,Forest,83.8352806,397.5760738,900.0249499,247.3341651,1485.638036
SRR3989495,North America,Agricultural land,71.65707714,381.6058178,922.9196109,245.2639712,1480.912482
SRR3989496,North America,Forest,58.00524711,364.9269649,880.9635764,256.7318652,1512.908071
SRR3989497,North America,Forest,61.65113527,381.1594607,885.9371442,253.5228006,1518.365362
SRR3989498,North America,Forest,67.53978639,392.4819756,892.1164488,261.1540345,1531.040839
SRR3989499,North America,Forest,58.86407557,360.8456497,817.088751,272.7251552,1413.822062
SRR3989500,North America,Agricultural land,58.70430577,391.4270645,851.4313262,278.5365621,1456.679864
SRR3989501,North America,Agricultural land,55.74494685,363.0614576,887.5335907,270.7529308,1484.720658
SRR3989502,North America,Forest,68.27135494,393.9569356,902.3366955,265.777797,1513.06188
SRR3989503,North America,Forest,67.09069569,370.8117354,908.2236055,251.8387174,1586.087801
SRR3989504,North America,Forest,59.41134396,360.3059521,873.2687152,251.8555609,1486.393136
SRR3989505,North America,Forest,46.94630962,342.840669,809.7440481,256.330675,1447.719704
SRR3989508,North America,Agricultural land,69.1177003,377.4161187,837.6123895,273.3046185,1481.543121
SRR3989509,North America,Agricultural land,62.57200513,368.9856784,835.7469193,258.2073612,1429.56004
SRR3989510,North America,Forest,65.34595559,422.347418,908.3646193,274.1935577,1502.223152
SRR3989511,North America,Forest,55.05850774,347.8913585,840.7128272,255.4990412,1524.412102
SRR3989512,North America,Forest,63.33210658,430.0685093,949.3480247,285.8207984,1550.217729
SRR3989513,North America,Forest,57.40415838,363.5165975,820.0800717,265.1492483,1490.238056
SRR3989516,North America,Agricultural land,62.12190773,358.4475212,837.2942146,253.9984998,1512.291245
SRR3989517,North America,Forest,57.90318693,372.4356655,875.0444681,282.3323165,1524.657805
SRR3989518,North America,Forest,49.56763934,374.6350704,859.2758183,275.6019275,1521.550048
SRR3989519,North America,Forest,52.17493394,356.8281353,847.9157867,255.8396999,1498.4107
SRR3989520,North America,Forest,52.10986994,360.496068,843.9216183,272.8104084,1485.986216
SRR3989524,North America,Forest,55.75432275,358.4794297,824.7690066,265.7440954,1482.29889
SRR3989525,North America,Forest,64.73452038,386.0156031,854.2694796,275.4431769,1506.338644
SRR3989526,North America,Forest,63.61634396,353.9237673,824.3172839,265.712924,1436.932111
SRR3989527,North America,Forest,52.87563718,345.6114624,840.0723264,268.7014373,1457.845766
SRR3989544,North America,Forest,54.43357845,357.922145,834.3079797,280.4178162,1492.671717
SRR3989545,North America,Forest,69.77208757,395.4793255,841.3868103,282.1002556,1444.690559
SRR3989546,North America,Forest,59.70515128,369.8215037,890.1151827,263.0093441,1520.325403
SRR3989547,North America,Forest,57.66099793,361.6297312,819.3493857,284.9260818,1505.342717
SRR3989550,North America,Agricultural land,50.24032701,381.7970431,863.9886983,273.5075281,1465.184651
SRR3989551,North America,Forest,66.58653816,396.358774,899.062151,253.3664253,1532.55719
SRR3989552,North America,Forest,59.66650134,364.3152893,1025.664782,284.3890218,1683.665175
SRR3989553,North America,Forest,56.32435632,334.1076251,965.5583851,274.9353037,1582.728876
SRR3989554,North America,Forest,67.63085303,352.0335955,827.5634707,189.2514548,1459.387487
SRR3989555,North America,Agricultural land,59.05745855,321.5700085,814.2488842,259.9586589,1479.36055
SRR3989556,North America,Agricultural land,66.18715509,399.9229692,911.1731495,234.0309722,1517.832386
SRR3989557,North America,Forest,61.97907165,359.486272,817.6189029,266.4788495,1488.133592
SRR3989558,North America,Forest,59.07333433,389.094729,856.4257424,269.6015997,1471.504323
SRR3989559,North America,Forest,56.79199379,433.8343711,873.1515831,293.0706746,1494.680873
SRR3989561,North America,Agricultural land,69.18025054,389.2709063,835.9526327,235.98887,1430.474947
SRR3989562,North America,Forest,45.85523643,404.1015019,881.0293256,288.838081,1504.49037
SRR3989563,North America,Forest,46.52664679,366.2257257,847.4112034,268.753762,1513.211962
SRR3989564,North America,Forest,58.71993393,376.1825702,872.6935503,282.3593558,1493.704565
SRR3989565,North America,Forest,75.58857605,413.9929957,930.4564153,259.1202279,1561.566766
SRR3989566,North America,Forest,71.35691795,389.9259266,944.3997999,265.4768293,1543.966038
SRR3989567,North America,Forest,51.43810816,347.5004789,909.3951212,260.1419332,1546.027902
SRR3989568,North America,Forest,60.12536571,333.8641307,737.4692199,194.2431375,1347.434541
SRR3989569,North America,Forest,68.55604662,375.5264649,826.3254241,196.7291133,1472.042011
SRR3989570,North America,Forest,48.37628964,350.8306616,884.1869719,262.0471188,1557.49773
SRR3989571,North America,Forest,49.0158954,279.8102832,742.9100333,204.7176066,1430.756433
SRR3989572,North America,Forest,58.78846605,365.7623086,886.6882291,212.2884809,1476.506526
SRR3989573,North America,Agricultural land,69.18914921,416.7289623,921.1535323,253.5558486,1505.213289
SRR3989574,North America,Forest,52.84482269,335.8969182,746.903681,187.6168595,1308.754503
SRR3989575,North America,Forest,50.39972069,339.0445206,865.1298537,206.2753394,1441.874536
SRR3989576,North America,Agricultural land,75.55772289,370.2634784,833.3971202,238.0003385,1477.531676
SRR3989577,North America,Forest,52.46881155,361.2619982,836.763676,197.9548533,1465.561797
SRR3989592,North America,Forest,50.41172002,236.6795269,708.2132811,199.4360646,1442.104418
SRR3989596,North America,Forest,40.85028783,221.4695478,768.1029662,187.0327921,1410.157797
SRR3989600,North America,Forest,48.25324201,243.7968367,741.6335685,194.0901125,1391.239173
SRR3989606,North America,Agricultural land,46.61691584,255.5302088,765.1298672,198.7067008,1400.802199
SRR3989607,North America,Forest,54.89283722,274.2443487,798.2336323,205.49641,1459.362699
SRR3989618,North America,Forest,31.80492677,221.0073292,689.3671719,191.7100058,1406.961846
SRR3989619,North America,Forest,29.15137122,211.0797409,662.3538381,190.3969419,1334.969381
SRR3989628,North America,Forest,39.18742654,210.5247198,645.3622935,181.4381043,1285.701733
SRR3989634,North America,Forest,37.7081739,239.6932169,747.0330096,189.3815911,1397.001587
SRR3989686,Asia,Grassland,38.64372803,272.6685968,755.6222877,179.5727927,1395.335657
SRR3989699,Asia,Grassland,29.4036038,177.3129412,722.1190913,164.9243065,1371.332959
SRR3989700,North America,Agricultural land,32.6638974,222.0569007,734.1712811,184.5972218,1384.824957
SRR3989701,North America,Forest,37.05569787,265.3745912,768.3561705,186.8716323,1418.380804
SRR3989702,North America,Forest,31.11346636,233.9229158,737.898588,178.6487878,1395.2484
SRR3989705,Asia,Grassland,30.75818214,189.8948179,714.2619527,169.3496172,1365.313569
SRR3989710,North America,Forest,27.59538252,219.4200134,693.5495845,180.5569568,1349.223101
SRR3989711,Asia,Grassland,30.68310349,216.9482241,676.3812844,179.3622408,1350.696108
SRR3990167,North America,Agricultural land,148.9924064,561.3507084,736.7734509,116.1430704,1110.179869
SRR3990168,North America,Agricultural land,446.7389938,918.0622838,1455.910813,237.6970194,1602.231247
SRR3990169,North America,Agricultural land,305.368606,1049.016244,1397.042618,177.3385331,1584.736051
SRR3990170,North America,Agricultural land,310.2035992,668.577153,1275.318608,225.3698441,1640.574626
SRR3990171,North America,Agricultural land,459.252438,902.9170128,1474.697436,232.6211601,1660.696981
SRR3990172,North America,Agricultural land,432.8770181,879.2263507,1276.156201,198.1433292,1439.320393
SRR3990173,North America,Agricultural land,313.4539602,680.9467549,1160.385424,184.4828521,1480.637419
SRR3990174,North America,Agricultural land,414.9882262,830.6155766,1246.67635,183.6471572,1445.512046
SRR400291,North America,Agricultural land,123.3512076,322.0532999,277.3267215,11.12668117,595.4312675
SRR4021130,North America,Forest,4.821520726,55.60455766,710.7496395,223.0234774,1435.2369
SRR4022091,North America,Forest,6.516208205,77.36103412,710.2474353,243.6749296,1458.913221
SRR4022141,North America,Forest,8.380018623,68.91664298,698.7120511,192.8159381,1492.375381
SRR4022146,North America,Forest,9.01200637,73.65354047,663.5150462,234.7497817,1454.84293
SRR4022147,North America,Forest,6.546307273,63.21472624,706.7323195,217.8249038,1512.253671
SRR4022148,North America,Forest,10.07801808,80.03557444,667.9414239,207.0939261,1475.353031
SRR4022149,North America,Forest,5.205927744,42.81959733,771.2638008,205.0190855,1512.038475
SRR4022155,North America,Forest,4.241543291,33.16544193,807.5723974,212.423652,1532.971209
SRR4022160,North America,Forest,9.683398543,77.04204145,741.5701912,204.5169529,1492.99488
SRR4026198,North America,Agricultural land,66.933945,377.6099947,627.7280187,105.688153,1191.951153
SRR4026199,North America,Agricultural land,66.67701175,383.0607415,656.5152559,118.552756,1206.521361
SRR4026200,North America,Agricultural land,60.0651799,377.8480389,739.6751318,169.0606172,1330.242198
SRR4026201,North America,Agricultural land,62.6210253,379.4221038,743.4262123,176.3824049,1346.852495
SRR4026202,North America,Agricultural land,47.2234186,388.8177435,729.7451529,124.2733795,1191.176613
SRR4026203,North America,Agricultural land,47.16832828,332.7705221,769.4629034,169.1250562,1182.407488
SRR4026204,North America,Agricultural land,0,0,0,0,567.4608849
SRR4026205,North America,Agricultural land,63.24784337,304.1074492,409.4419956,26.59681869,818.1577933
SRR4026206,North America,Agricultural land,74.51755584,302.9625833,390.3619153,23.36724455,753.1521026
SRR4026207,North America,Agricultural land,68.10576978,360.5555727,614.1566784,109.8323324,1167.997068
SRR4026208,North America,Agricultural land,68.98647092,362.1570502,601.9722071,104.8777085,1164.250489
SRR4026209,North America,Agricultural land,68.50396711,366.1589961,657.5069845,147.6210169,1260.536169
SRR4027028,North America,Agricultural land,117.738508,214.0553707,324.4496534,19.04864879,736.1895397
SRR4027029,North America,Agricultural land,117.5740436,229.571371,348.6845037,24.32422063,754.6388111
SRR4027030,North America,Agricultural land,129.2228651,229.8643034,321.6160669,22.74127759,738.6402646
SRR4027031,North America,Agricultural land,132.020633,225.1701317,335.3793641,26.73546194,718.3674407
SRR4027034,North America,Agricultural land,57.46554787,145.055969,234.7543948,7.803604357,410.4769558
SRR4027035,North America,Agricultural land,56.35839921,145.284367,223.8630833,9.800911773,420.6221838
SRR4027036,North America,Agricultural land,65.65799735,152.8254471,237.6599794,10.09357039,429.5592825
SRR4027037,North America,Agricultural land,57.75029101,154.6578003,226.1065173,9.294978531,424.9907019
SRR4027038,North America,Agricultural land,57.17069515,151.9715316,243.3098256,11.21633297,424.0564752
SRR4027039,North America,Agricultural land,65.32166517,148.6224349,231.4790331,9.615197444,429.0081386
SRR4027040,North America,Agricultural land,65.23314408,141.756656,235.452587,10.30808587,426.0495093
SRR4027041,North America,Agricultural land,61.50154782,142.8675788,213.9173305,9.302368656,413.5410879
SRR4027042,North America,Agricultural land,68.04433865,142.4267219,228.9671553,8.154284295,411.8961443
SRR4027043,North America,Agricultural land,66.03515564,154.2561236,224.9341235,10.0765878,420.3028759
SRR4027044,North America,Agricultural land,75.33904027,160.2108036,200.5864098,7.684130921,394.73482
SRR4027045,North America,Agricultural land,61.9833324,146.179345,224.181611,9.295381359,426.3406775
SRR4027046,North America,Agricultural land,62.46201847,154.5180151,226.7115591,9.785901547,421.4156811
SRR4027089,North America,Agricultural land,31.69048908,238.3138098,515.2387391,37.29453858,912.4886248
SRR4027090,North America,Agricultural land,21.10219775,169.7996347,289.8840815,13.38035664,450.0963647
SRR4027091,North America,Agricultural land,20.03764718,167.3026296,303.8967788,12.41300274,468.7257491
SRR4027092,North America,Agricultural land,24.77408148,166.8398948,292.7104919,12.59806271,464.5588623
SRR4027093,North America,Agricultural land,23.93549102,167.6817326,295.0543459,13.28567703,472.0589944
SRR4027094,North America,Agricultural land,27.38023526,171.8279156,285.1042127,13.54791052,476.0387398
SRR4027095,North America,Agricultural land,27.08952712,162.707608,291.3247505,13.1787012,463.8409297
SRR4027096,North America,Agricultural land,28.18633491,213.7479877,437.3792509,28.69899949,800.0250168
SRR4027097,North America,Agricultural land,22.96685221,205.7921593,403.2669421,29.37973293,781.6151924
SRR4027098,North America,Agricultural land,16.7009736,144.8680917,224.0141681,7.148146922,405.678269
SRR4027099,North America,Agricultural land,23.46286646,160.3658102,246.7481432,7.22483218,410.4919127
SRR4027100,North America,Agricultural land,16.6947549,166.3097763,260.5991681,9.881961609,399.8030497
SRR4027101,North America,Agricultural land,14.95790821,167.6156022,256.2874545,12.11773968,383.4829156
SRR4027102,North America,Agricultural land,16.8902413,155.621398,241.140646,8.12803852,412.2123082
SRR4027103,North America,Agricultural land,17.30660175,157.1450704,240.4919767,9.197772939,403.5910462
SRR4027104,North America,Agricultural land,24.01481877,144.1235476,217.1719706,8.700262604,415.026847
SRR4027105,North America,Agricultural land,28.61081579,236.5121941,564.6909392,46.61797104,990.0390117
SRR4027107,North America,Agricultural land,31.50204,295.841702,748.3139368,143.9350759,1326.783417
SRR4027108,North America,Agricultural land,34.19290227,295.1382039,776.008439,153.2733983,1368.337132
SRR4027109,North America,Agricultural land,82.24902611,244.1797439,353.4020981,29.96368207,724.0760141
SRR4027110,North America,Agricultural land,55.7465075,173.8628487,239.2552916,8.276090418,387.8500254
SRR4027111,North America,Agricultural land,51.39452385,167.8186372,242.9281904,8.902313692,394.6163685
SRR4027112,North America,Agricultural land,48.4681242,169.1378742,246.3570299,7.768411079,385.6659091
SRR4027113,North America,Agricultural land,48.71023989,173.6566222,248.3314762,8.753973735,390.3430296
SRR4027114,North America,Agricultural land,53.71766157,173.6287705,235.1621997,6.660887231,392.6822438
SRR4027115,North America,Agricultural land,53.98323234,173.1059375,256.2754356,8.496987702,396.8808521
SRR4027116,North America,Agricultural land,56.55288115,177.6061612,247.0252395,8.351983237,378.6957343
SRR4027117,North America,Agricultural land,135.0347978,205.8424569,266.5423401,13.65065449,485.177465
SRR4027118,North America,Agricultural land,128.5441211,177.2427127,293.136911,11.04174428,540.1281573
SRR4027119,North America,Agricultural land,89.48112848,206.2820637,240.1204407,10.42962598,540.0745187
SRR4027121,North America,Agricultural land,56.51641568,141.0019297,130.2468108,6.70457132,296.2786141
SRR4027122,North America,Agricultural land,77.91974254,130.5811364,196.1323907,3.828530503,284.9756394
SRR4027123,North America,Agricultural land,61.68797943,127.4527162,167.2432034,2.475389614,280.8368425
SRR4027124,North America,Agricultural land,76.69215037,140.6467232,168.9544373,6.695845852,270.8530631
SRR4027125,North America,Agricultural land,54.0134324,168.2688384,182.9647961,6.232350494,306.0113417
SRR4027126,North America,Agricultural land,54.43773023,145.0436943,171.4084691,4.762256321,282.780297
SRR4027127,North America,Agricultural land,84.94439261,124.7475087,206.1363376,3.904423968,283.9311581
SRR4027129,North America,Agricultural land,71.53351154,256.4245879,435.1116375,26.23906098,778.1252086
SRR4027130,North America,Agricultural land,69.62656816,252.8037725,401.3050175,27.89971828,759.7843911
SRR4027131,North America,Agricultural land,61.48252183,250.1854151,418.1454143,29.9028446,782.1553808
SRR4027132,North America,Agricultural land,60.31058391,251.177323,433.2085867,31.94898759,808.1062071
SRR4027133,North America,Agricultural land,68.76339399,256.5748014,452.5028959,28.1903199,807.707782
SRR4027134,North America,Agricultural land,66.53409277,260.172211,423.5026096,28.76535052,782.8619954
SRR4027567,North America,Agricultural land,85.78450617,277.6867826,269.2810957,11.66809071,440.9299278
SRR4027568,North America,Agricultural land,91.05578449,291.5008562,276.4394154,10.70969982,430.9848307
SRR4027569,North America,Agricultural land,80.84379415,297.4131302,267.5117981,9.556974659,438.3662741
SRR4027570,North America,Agricultural land,99.53142614,275.9309311,280.9992049,10.36282869,415.1574739
SRR4027571,North America,Agricultural land,82.09883404,286.7966822,303.7685282,9.402153157,451.5150923
SRR4027572,North America,Agricultural land,87.7746892,286.2051217,276.8290044,9.509139068,430.5305832
SRR4027576,North America,Agricultural land,81.61825149,277.2267563,281.2251057,7.861506579,403.658996
SRR4027577,North America,Agricultural land,92.32864145,267.4000589,258.7257343,7.898785994,384.7321543
SRR4027578,North America,Agricultural land,73.99224742,258.7701524,230.0887237,7.534312824,387.2857152
SRR4027579,North America,Agricultural land,80.00221301,259.181809,244.9180982,5.957219411,399.1029765
SRR4027580,North America,Agricultural land,97.75222354,267.2224241,242.8885289,11.57550961,408.3372572
SRR4027581,North America,Agricultural land,103.5756064,269.6676526,243.3736965,8.334843882,388.911866
SRR4027582,North America,Agricultural land,80.4962176,266.4449748,244.387686,9.129762596,416.982957
SRR4027589,North America,Agricultural land,115.3781761,361.0167309,394.2563696,23.3335123,725.9012102
SRR4027590,North America,Agricultural land,104.3914871,403.8490956,432.7755979,23.31004537,784.0763072
SRR4027591,North America,Agricultural land,111.1714072,411.0895207,435.9068964,21.76418209,728.7195422
SRR4027593,North America,Agricultural land,5.34729216,100.1595837,226.9392609,15.02526787,623.6995984
SRR4027594,North America,Agricultural land,8.408021302,90.3602187,194.6545653,10.26239526,574.650139
SRR4027595,North America,Agricultural land,4.577362637,82.29057243,181.0802317,13.65288541,547.668489
SRR4027596,North America,Agricultural land,8.780416845,80.2184779,176.7761119,11.9255951,529.5681302
SRR4027609,North America,Agricultural land,4.236572839,55.893326,102.3875827,3.540776142,292.0318232
SRR4027610,North America,Agricultural land,4.215916807,55.08334374,101.0141585,3.542522431,284.3138198
SRR4027611,North America,Agricultural land,3.768447497,52.45907428,104.0340501,3.172103507,297.9847712
SRR4027612,North America,Agricultural land,3.882023604,61.77236008,108.563415,2.964804694,295.4175659
SRR4027613,North America,Agricultural land,4.029297853,56.3189418,115.2243802,3.848733988,294.5750045
SRR4027614,North America,Agricultural land,4.215535318,56.71174736,102.7847111,3.323564474,283.4499603
SRR4027666,North America,Forest,49.72521342,364.4888898,761.6508552,192.4237385,1376.332122
SRR4027667,North America,Forest,46.51084827,372.8504321,765.2136231,172.4037178,1346.912666
SRR4027668,North America,Forest,48.9689418,367.7325071,770.8212086,207.0823593,1402.055428
SRR4027669,North America,Forest,52.42559992,366.0361028,738.4382693,171.8170199,1344.703677
SRR4027670,North America,Forest,52.3325289,366.9550982,736.340717,181.3715942,1349.614255
SRR4027671,North America,Forest,49.38078674,384.4294354,773.6479291,198.0651276,1397.003651
SRR4027672,North America,Forest,46.88133031,354.3243373,754.6873007,186.263823,1366.171739
SRR4027795,North America,Wetland,61.32069259,340.9185842,597.9255699,132.1460346,1194.982183
SRR4027796,North America,Wetland,55.66517196,337.6231742,693.0848529,200.8111865,1246.572407
SRR4027797,North America,Wetland,62.00978936,351.4190078,665.2279601,168.6320294,1171.427231
SRR4027798,North America,Wetland,66.19950343,347.4822064,646.8392611,162.941288,1165.198002
SRR4027799,North America,Wetland,64.98479374,355.0300653,678.4022849,186.1690425,1196.581238
SRR4027800,North America,Wetland,63.61621158,350.8787139,638.161134,154.1183248,1160.533493
SRR4027801,North America,Wetland,62.58380051,342.1071101,647.7304149,170.9433513,1167.451583
SRR4027826,North America,Forest,138.3763572,892.2599793,1779.42357,115.4879072,2315.293653
SRR4027827,North America,Forest,136.4593429,897.1636503,1747.008607,107.828321,2295.950861
SRR4027828,North America,Forest,139.1592788,909.7434537,1796.803983,121.7842063,2331.748837
SRR4027829,North America,Forest,135.8972298,902.0286654,1743.654134,104.233328,2310.0303
SRR4027830,North America,Forest,137.359368,888.0161993,1746.882328,109.167834,2289.717129
SRR4027831,North America,Forest,138.2481003,897.313602,1784.72155,115.5743584,2305.647237
SRR4027832,North America,Forest,136.1345039,904.9683452,1752.677772,109.7396206,2321.467995
SRR4030041,North America,Forest,45.73856701,200.9588216,716.2373732,112.4152169,1259.276185
SRR4030042,North America,Forest,59.63670827,226.18952,777.7590916,122.3665788,1334.764565
SRR4030043,North America,Forest,46.37006748,201.0559079,775.2331262,123.5762027,1356.891967
SRR4030065,North America,Forest,174.2996805,505.1655214,905.9252212,137.5587352,1216.379118
SRR4030066,North America,Forest,173.4976238,493.8276473,954.1733531,148.9921512,1291.375216
SRR4030067,North America,Forest,215.3279895,575.0618286,932.1816306,116.928878,1157.719728
SRR4030068,North America,Forest,215.9794862,554.1638936,864.959988,101.5142702,1099.563751
SRR4030077,North America,Forest,10.63774563,50.72279395,529.0955735,92.15839036,1275.012875
SRR4030078,North America,Forest,11.47614181,65.81713066,633.1623701,127.7925267,1426.119369
SRR4030079,North America,Forest,6.022976695,53.23704293,644.9599916,113.1485375,1412.725192
SRR4030080,North America,Forest,2.948099993,49.37507041,592.627924,82.03469794,1297.703723
SRR4030081,North America,Forest,5.72415214,50.4753258,634.2961423,116.7261183,1404.509446
SRR4030082,North America,Forest,7.051938681,42.43250949,545.0747087,89.27451047,1176.837772
SRR4030083,North America,Forest,7.870196876,69.74442677,606.7099752,127.2116288,1405.684457
SRR4030084,North America,Forest,9.359105581,48.11546692,559.2929294,97.88778263,1238.446104
SRR4030085,North America,Forest,6.700429436,43.88603944,544.0250972,87.66724265,1200.803948
SRR4030086,North America,Forest,11.79710372,50.84229154,620.0574548,127.4180165,1309.348124
SRR4030087,North America,Forest,6.404713083,69.75161851,557.8323269,81.68914592,1322.419631
SRR4030088,North America,Forest,5.536279011,56.84469003,623.4004237,115.0534619,1425.315572
SRR4030091,North America,Forest,8.004883722,50.0909499,534.3417765,89.87496977,1288.328239
SRR4030096,North America,Forest,3.474587848,31.56102459,528.0385848,83.84932116,1174.283822
SRR4030097,North America,Forest,3.163978965,49.27439346,577.1433743,75.56869064,1281.013763
SRR4046300,Asia,Agricultural land,0.107739874,0.172651333,0.351581417,15.82886461,1.267129751
SRR4051794,North America,Grassland,17.67291453,138.2310964,1226.852763,819.4144822,2103.185011
SRR4051795,North America,Grassland,20.8927179,134.1924102,805.6077305,228.7256516,1454.665154
SRR4051812,North America,Grassland,14.97461022,144.163238,1117.626549,816.1612003,2024.711902
SRR4241755,North America,Grassland,15.93244106,128.7757099,293.9096603,14.35804418,507.905173
SRR4249913,North America,Agricultural land,64.97912935,367.8453203,998.4181055,292.9158262,1646.682379
SRR4249914,North America,Agricultural land,66.80982997,374.1027669,1069.30907,314.4270581,1704.464306
SRR4249915,North America,Agricultural land,44.73813748,295.0985393,1036.657933,276.8304388,1747.965367
SRR4249916,North America,Agricultural land,44.90157978,290.8870364,1031.268547,273.817721,1730.900578
SRR4249917,North America,Agricultural land,62.55004695,345.7406637,1026.083163,282.013814,1700.816083
SRR4249918,North America,Agricultural land,64.64708049,354.3231553,1015.892532,289.9565422,1685.11704
SRR4249919,North America,Agricultural land,62.36918072,338.915611,1053.689957,291.9694281,1717.830895
SRR4249920,North America,Agricultural land,64.29281369,328.5096607,1011.169381,290.1861004,1676.021218
SRR4249921,North America,Agricultural land,68.10144709,329.1715205,997.1056797,288.9438533,1670.075482
SRR4249922,North America,Agricultural land,65.21169729,337.8269621,978.7511051,273.564036,1656.833264
SRR4249923,North America,Agricultural land,66.54135022,371.7879875,1063.22538,320.3666087,1706.470617
SRR4249924,North America,Agricultural land,70.02974051,410.9143499,1073.262304,302.338186,1700.521216
SRR4249925,North America,Agricultural land,70.39142644,413.4060001,1117.028459,311.0270723,1719.936861
SRR4249926,North America,Agricultural land,72.90934849,422.3888368,1080.227847,300.8477922,1700.595455
SRR4249927,North America,Agricultural land,51.74998698,286.907702,990.2365209,266.1941677,1667.878752
SRR4249928,North America,Agricultural land,40.51404515,277.8666394,943.5492369,259.9338247,1616.400361
SRR4249929,North America,Agricultural land,44.58071618,299.3509748,985.7444453,270.724712,1675.133813
SRR4249930,North America,Agricultural land,42.9478365,295.4761873,979.9802731,262.9545403,1685.783474
SRR4289280,Asia,Forest,13.22570432,167.8519883,864.4992347,315.1134755,1734.290635
SRR4289282,Asia,Forest,10.92821296,164.82911,897.7626619,327.1882522,1734.978643
SRR4289283,Asia,Forest,10.28990227,157.6447249,872.2116658,317.4447569,1705.846373
SRR4289284,Asia,Forest,19.86945893,168.6805383,835.8611111,326.061635,1733.684206
SRR4289285,Asia,Forest,22.74410102,174.8350084,854.8077387,320.6434905,1728.338465
