Sample.id,lat,lon,biomass,bdod,cec,cfv,clay,nitrogen,ocd,ph,sand,silt,soc,bio20,bio21,bio22,bio23,bio24,bio25,bio26,bio27,contrast,correlation,cv,dem,dissimilarity,eastness,entropy,evaporation,evenness,EVImax,EVImean,Gppmax,Gppmean,homogeneity,maximum,ref,ref_2,ref_3,ref_4,ref_5,ref_6,ref_7,NDVImax,NDVImean,northness,Nppmax,Nppmean,ocs,range,shannon,simpson,std,uniformity,variance,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
SRR350970,37.9249062,-103.364487,-0.75075287,1.2175729,-0.8186949,-1.5156199,0.16551462,-0.84810513,-1.1249112,1.2131801,-0.78963315,1.0322275,-0.63406867,0.43199146,0.6218716,0.15330563,-0.36902434,1.3479534,-0.5411857,0.7058734,0.07531401,-0.5151408,-0.81107104,-0.46808514,2.477926,-1.049448,3.0376647,-1.2744083,0.8409667,-0.43720815,-0.28910285,-0.43301523,-0.7256961,NA,1.3832036,0.85158527,-0.5201918,-0.55508226,-0.71365106,-0.6193558,0.31222215,1.5499601,1.5179048,1.1072037,-0.67994434,-1.0118219,0.42494404,NA,-1.0769218,-1.0451175,-1.2354019,-0.9841606,-1.0055542,0.64853466,-0.5077598,0.68109393,2.720752,0.36365077,0.20218799,1.0055355,0.42051694,0.90739685,0.8037995,0.2704856,0.8396641,0.5536309,-0.31452537,-0.34235528,-0.23632854,-0.36258647,-0.3141632,-0.2905939,-0.049406093,-0.4317365
SRR351473,41.6380873,-93.7753044,-0.07151094,-0.8012785,-0.24761789,-1.7275308,1.9364438,-0.45460448,-0.035154834,0.08916326,-2.151659,1.4806534,-0.7494194,0.024971025,0.33312717,-0.2470077,-0.09342953,1.1367614,-0.8552469,0.46936744,-0.23194113,2.5628488,0.28365704,1.2616005,0.33733127,2.36256,0.18990566,0.78302485,-0.1424534,0.33309895,-0.06181659,0.30186006,-0.13926876,NA,-1.1303458,-0.61840254,-0.75810164,-0.6392477,-0.80442864,-0.7628707,-0.24598357,0.4325435,0.37011248,1.2476692,0.047647424,-2.7447214,1.5956329,NA,0.4948692,2.6326303,0.9248097,0.61139077,2.6756287,-0.5256776,3.1015294,0.5752884,0.54465914,-0.35394117,0.49470034,0.76927024,0.3230387,0.69131386,0.76393396,0.04206199,0.7593536,0.35955608,0.528886,0.29575157,0.28024328,-0.6336998,0.35059154,0.29344273,0.9634235,-0.13961284
SRR351474,41.6380873,-93.7753044,-0.07151094,-0.8012785,-0.24761789,-1.7275308,1.9364438,-0.45460448,-0.035154834,0.08916326,-2.151659,1.4806534,-0.7494194,0.024971025,0.33312717,-0.2470077,-0.09342953,1.1367614,-0.8552469,0.46936744,-0.23194113,2.5628488,0.28365704,1.2616005,0.33733127,2.36256,0.18990566,0.78302485,-0.1424534,0.33309895,-0.06181659,0.30186006,-0.13926876,NA,-1.1303458,-0.61840254,-0.75810164,-0.6392477,-0.80442864,-0.7628707,-0.24598357,0.4325435,0.37011248,1.2476692,0.047647424,-2.7447214,1.5956329,NA,0.4948692,2.6326303,0.9248097,0.61139077,2.6756287,-0.5256776,3.1015294,0.5752884,0.54465914,-0.35394117,0.49470034,0.76927024,0.3230387,0.69131386,0.76393396,0.04206199,0.7593536,0.35955608,0.528886,0.29575157,0.28024328,-0.6336998,0.35059154,0.29344273,0.9634235,-0.13961284
SRR352287,41.307286,-93.3785109,0.01906298,1.1526203,-0.15409712,-1.7866027,1.6299175,-0.10442865,0.047764055,0.029176852,-2.5303223,2.1961715,-0.5807886,0.043814514,0.32941383,-0.22450453,-0.11312925,1.1207123,-0.83842057,0.4739065,-0.21352215,0.33885998,0.494705,-0.16348553,0.32953343,0.81785303,-2.3755393,0.83010864,-0.1424534,0.50651526,1.7799879,0.578015,-0.08202885,-0.27343136,-0.968552,-0.6706154,-0.7309034,-0.52623093,-0.7504965,-0.7372668,-0.068223916,0.57684183,0.37927565,2.5889738,0.3510781,-1.0592134,1.5248281,-0.35450587,0.29770967,0.98717564,0.8399333,0.68468904,0.8438745,-0.54548466,0.36961693,0.5797576,0.46369338,-0.35114917,0.43907636,0.7422872,0.33841553,0.6091666,0.75801677,0.05840238,0.74867356,0.3734393,0.67257667,0.23068142,0.92595804,-0.95420426,0.35574922,0.84712,0.91446906,0.13732567
SRR3592108,-25.025508,152.379908,-0.26914948,0.6407317,-0.93628234,-1.5239882,-0.624193,-0.89996684,-0.7578817,-0.12043212,1.047591,-0.762573,-0.6920389,0.9783739,0.2725725,1.0343534,-0.9410768,0.9183447,0.64976436,0.3467253,1.0095237,1.4923089,0.40527213,0.4506658,-0.23256598,1.724596,2.022838,0.7876339,0.54958296,0.5174718,0.42320868,0.8521926,0.8479885,0.69961137,-1.0564241,-0.5734171,-0.9788449,-0.72529364,-0.96299106,-0.95111483,-0.1496121,0.46358243,0.16483732,2.0615013,0.8456714,-0.1602807,3.5315537,1.2451857,-0.59863245,1.6785926,0.9433415,0.7148334,1.8975109,-0.5219289,1.9992434,1.0445855,0.081654675,0.8520606,-1.1128787,0.7572595,1.1553105,-1.1346766,0.9184948,0.9685948,0.8741471,1.146763,0.7598093,0.766985,0.6123252,-0.5774695,0.6923464,0.69555986,1.4878792,0.061518297
SRR3601981,-25.025508,152.379908,-0.26914948,0.6407317,-0.93628234,-1.5239882,-0.624193,-0.89996684,-0.7578817,-0.12043212,1.047591,-0.762573,-0.6920389,0.9783739,0.2725725,1.0343534,-0.9410768,0.9183447,0.64976436,0.3467253,1.0095237,1.4923089,0.40527213,0.4506658,-0.23256598,1.724596,2.022838,0.7876339,0.54958296,0.5174718,0.42320868,0.8521926,0.8479885,0.69961137,-1.0564241,-0.5734171,-0.9788449,-0.72529364,-0.96299106,-0.95111483,-0.1496121,0.46358243,0.16483732,2.0615013,0.8456714,-0.1602807,3.5315537,1.2451857,-0.59863245,1.6785926,0.9433415,0.7148334,1.8975109,-0.5219289,1.9992434,1.0445855,0.081654675,0.8520606,-1.1128787,0.7572595,1.1553105,-1.1346766,0.9184948,0.9685948,0.8741471,1.146763,0.7598093,0.766985,0.6123252,-0.5774695,0.6923464,0.69555986,1.4878792,0.061518297
SRR3601982,-25.025508,152.379908,-0.26914948,0.6407317,-0.93628234,-1.5239882,-0.624193,-0.89996684,-0.7578817,-0.12043212,1.047591,-0.762573,-0.6920389,0.9783739,0.2725725,1.0343534,-0.9410768,0.9183447,0.64976436,0.3467253,1.0095237,1.4923089,0.40527213,0.4506658,-0.23256598,1.724596,2.022838,0.7876339,0.54958296,0.5174718,0.42320868,0.8521926,0.8479885,0.69961137,-1.0564241,-0.5734171,-0.9788449,-0.72529364,-0.96299106,-0.95111483,-0.1496121,0.46358243,0.16483732,2.0615013,0.8456714,-0.1602807,3.5315537,1.2451857,-0.59863245,1.6785926,0.9433415,0.7148334,1.8975109,-0.5219289,1.9992434,1.0445855,0.081654675,0.8520606,-1.1128787,0.7572595,1.1553105,-1.1346766,0.9184948,0.9685948,0.8741471,1.146763,0.7598093,0.766985,0.6123252,-0.5774695,0.6923464,0.69555986,1.4878792,0.061518297
SRR3601984,-25.025508,152.379908,-0.26914948,0.6407317,-0.93628234,-1.5239882,-0.624193,-0.89996684,-0.7578817,-0.12043212,1.047591,-0.762573,-0.6920389,0.9783739,0.2725725,1.0343534,-0.9410768,0.9183447,0.64976436,0.3467253,1.0095237,1.4923089,0.40527213,0.4506658,-0.23256598,1.724596,2.022838,0.7876339,0.54958296,0.5174718,0.42320868,0.8521926,0.8479885,0.69961137,-1.0564241,-0.5734171,-0.9788449,-0.72529364,-0.96299106,-0.95111483,-0.1496121,0.46358243,0.16483732,2.0615013,0.8456714,-0.1602807,3.5315537,1.2451857,-0.59863245,1.6785926,0.9433415,0.7148334,1.8975109,-0.5219289,1.9992434,1.0445855,0.081654675,0.8520606,-1.1128787,0.7572595,1.1553105,-1.1346766,0.9184948,0.9685948,0.8741471,1.146763,0.7598093,0.766985,0.6123252,-0.5774695,0.6923464,0.69555986,1.4878792,0.061518297
SRR3659419,49,-57.75,1.2387501,-0.6026895,0.049820874,0.53032476,-1.577301,-0.046718433,0.6307543,-0.9516635,1.133625,-0.17762968,-0.15864415,-0.54465187,-0.5625649,-0.6205635,0.17111254,-2.1311123,0.17669153,-0.46433476,-0.44692665,2.0326476,-1.4056162,0.20009413,-0.1125944,2.5290556,0.4045304,0.5807091,-0.81172544,0.4415368,0.7940602,0.6290502,0.3873683,0.27165088,-1.2748917,-0.53884196,-0.92067844,-0.66617996,-0.8184097,-0.85890657,-0.65525985,-0.5109764,-0.5475649,2.3707132,0.56119376,-2.4214404,2.6051683,0.61099106,0.626061,1.3255566,1.0132172,0.7118511,1.7269812,-0.47941035,1.2587012,0.32275432,-0.59339345,-0.49965012,-0.067757905,0.29661107,0.2945574,-0.10198248,0.3466993,0.28507376,0.3328171,0.28344473,0.94322634,0.19968411,1.9011308,-1.2920097,0.3495739,1.7584943,0.7463658,0.8666367
SRR3747750,42.98,-81.24,0.2677977,-2.0992885,-1.2187885,-1.580919,-1.8017616,-0.112416744,-1.035653,-2.6279058,-1.9490669,-1.0069436,-0.47726858,-0.09397651,0.2543747,-0.44960436,0.0901943,0.7778136,-0.6307303,0.30657464,-0.32699582,1.1962229,-0.003498328,1.0753928,0.23578684,1.52123,0.13641636,0.83915263,-0.3792027,0.4992309,-0.017320378,0.03782782,NA,NA,-1.0214406,-0.6848823,-0.87591445,-0.86230457,-0.85162795,-0.8546534,-0.72150815,-0.091579616,0.00233444,1.5056163,0.005532354,-1.1797733,NA,NA,-0.9072992,2.0339258,1.0731674,0.74988085,1.8633994,-0.54436874,1.3534367,0.51670235,-0.18883821,-0.45311022,0.22940269,0.62020594,0.42037964,0.21063341,0.39726037,0.10340378,0.6278521,0.37974995,0.7472794,0.049464688,1.7561629,-1.4639832,0.14533031,1.7590591,0.58329546,0.6781361
SRR3747798,42.98,-81.24,0.2677977,-2.0992885,-1.2187885,-1.580919,-1.8017616,-0.112416744,-1.035653,-2.6279058,-1.9490669,-1.0069436,-0.47726858,-0.09397651,0.2543747,-0.44960436,0.0901943,0.7778136,-0.6307303,0.30657464,-0.32699582,1.1962229,-0.003498328,1.0753928,0.23578684,1.52123,0.13641636,0.83915263,-0.3792027,0.4992309,-0.017320378,0.03782782,NA,NA,-1.0214406,-0.6848823,-0.87591445,-0.86230457,-0.85162795,-0.8546534,-0.72150815,-0.091579616,0.00233444,1.5056163,0.005532354,-1.1797733,NA,NA,-0.9072992,2.0339258,1.0731674,0.74988085,1.8633994,-0.54436874,1.3534367,0.51670235,-0.18883821,-0.45311022,0.22940269,0.62020594,0.42037964,0.21063341,0.39726037,0.10340378,0.6278521,0.37974995,0.7472794,0.049464688,1.7561629,-1.4639832,0.14533031,1.7590591,0.58329546,0.6781361
SRR3747811,42.98,-81.24,0.2677977,-2.0992885,-1.2187885,-1.580919,-1.8017616,-0.112416744,-1.035653,-2.6279058,-1.9490669,-1.0069436,-0.47726858,-0.09397651,0.2543747,-0.44960436,0.0901943,0.7778136,-0.6307303,0.30657464,-0.32699582,1.1962229,-0.003498328,1.0753928,0.23578684,1.52123,0.13641636,0.83915263,-0.3792027,0.4992309,-0.017320378,0.03782782,NA,NA,-1.0214406,-0.6848823,-0.87591445,-0.86230457,-0.85162795,-0.8546534,-0.72150815,-0.091579616,0.00233444,1.5056163,0.005532354,-1.1797733,NA,NA,-0.9072992,2.0339258,1.0731674,0.74988085,1.8633994,-0.54436874,1.3534367,0.51670235,-0.18883821,-0.45311022,0.22940269,0.62020594,0.42037964,0.21063341,0.39726037,0.10340378,0.6278521,0.37974995,0.7472794,0.049464688,1.7561629,-1.4639832,0.14533031,1.7590591,0.58329546,0.6781361
SRR3747812,42.98,-81.24,0.2677977,-2.0992885,-1.2187885,-1.580919,-1.8017616,-0.112416744,-1.035653,-2.6279058,-1.9490669,-1.0069436,-0.47726858,-0.09397651,0.2543747,-0.44960436,0.0901943,0.7778136,-0.6307303,0.30657464,-0.32699582,1.1962229,-0.003498328,1.0753928,0.23578684,1.52123,0.13641636,0.83915263,-0.3792027,0.4992309,-0.017320378,0.03782782,NA,NA,-1.0214406,-0.6848823,-0.87591445,-0.86230457,-0.85162795,-0.8546534,-0.72150815,-0.091579616,0.00233444,1.5056163,0.005532354,-1.1797733,NA,NA,-0.9072992,2.0339258,1.0731674,0.74988085,1.8633994,-0.54436874,1.3534367,0.51670235,-0.18883821,-0.45311022,0.22940269,0.62020594,0.42037964,0.21063341,0.39726037,0.10340378,0.6278521,0.37974995,0.7472794,0.049464688,1.7561629,-1.4639832,0.14533031,1.7590591,0.58329546,0.6781361
SRR3747847,42.98,-81.24,0.2677977,-2.0992885,-1.2187885,-1.580919,-1.8017616,-0.112416744,-1.035653,-2.6279058,-1.9490669,-1.0069436,-0.47726858,-0.09397651,0.2543747,-0.44960436,0.0901943,0.7778136,-0.6307303,0.30657464,-0.32699582,1.1962229,-0.003498328,1.0753928,0.23578684,1.52123,0.13641636,0.83915263,-0.3792027,0.4992309,-0.017320378,0.03782782,NA,NA,-1.0214406,-0.6848823,-0.87591445,-0.86230457,-0.85162795,-0.8546534,-0.72150815,-0.091579616,0.00233444,1.5056163,0.005532354,-1.1797733,NA,NA,-0.9072992,2.0339258,1.0731674,0.74988085,1.8633994,-0.54436874,1.3534367,0.51670235,-0.18883821,-0.45311022,0.22940269,0.62020594,0.42037964,0.21063341,0.39726037,0.10340378,0.6278521,0.37974995,0.7472794,0.049464688,1.7561629,-1.4639832,0.14533031,1.7590591,0.58329546,0.6781361
SRR3954470,38.99297339,-123.0674491,-0.24578765,0.926155,-0.18749662,0.1412717,-0.40333965,-0.5403428,-0.13696782,-0.1337933,-0.45702896,1.0167409,-0.42448395,0.4343315,1.3886979,-0.09074014,-0.039859768,-1.5478315,1.592691,1.1125453,-0.17518501,0.04884533,0.28423828,-0.005434071,0.4477329,0.51724565,-0.19905785,0.7296234,0.3447038,0.4388021,0.18347706,0.8135711,0.97039235,0.94216347,-0.9088896,-0.6336427,-1.0045016,-0.8334469,-0.9856796,-0.98511577,-0.30687818,0.33071572,0.007452779,1.9304701,0.99565876,-2.8378932,4.462958,2.0457635,-0.0229358,0.48305622,0.7780793,0.64175284,0.4095235,-0.5139515,0.06802289,0.7642645,1.8989981,0.8991512,-0.70910615,0.8830813,0.8493479,-0.24377584,0.32304063,1.1848981,0.6953317,0.83883065,0.6492329,1.0617129,-0.49215457,0.38337004,1.0066984,-0.46543658,-0.72358555,2.2525644
SRR3954471,38.99297339,-123.0674491,-0.24578765,0.926155,-0.18749662,0.1412717,-0.40333965,-0.5403428,-0.13696782,-0.1337933,-0.45702896,1.0167409,-0.42448395,0.4343315,1.3886979,-0.09074014,-0.039859768,-1.5478315,1.592691,1.1125453,-0.17518501,0.04884533,0.28423828,-0.005434071,0.4477329,0.51724565,-0.19905785,0.7296234,0.3447038,0.4388021,0.18347706,0.8135711,0.97039235,0.94216347,-0.9088896,-0.6336427,-1.0045016,-0.8334469,-0.9856796,-0.98511577,-0.30687818,0.33071572,0.007452779,1.9304701,0.99565876,-2.8378932,4.462958,2.0457635,-0.0229358,0.48305622,0.7780793,0.64175284,0.4095235,-0.5139515,0.06802289,0.7642645,1.8989981,0.8991512,-0.70910615,0.8830813,0.8493479,-0.24377584,0.32304063,1.1848981,0.6953317,0.83883065,0.6492329,1.0617129,-0.49215457,0.38337004,1.0066984,-0.46543658,-0.72358555,2.2525644
SRR3954472,38.99297339,-123.0674491,-0.24578765,0.926155,-0.18749662,0.1412717,-0.40333965,-0.5403428,-0.13696782,-0.1337933,-0.45702896,1.0167409,-0.42448395,0.4343315,1.3886979,-0.09074014,-0.039859768,-1.5478315,1.592691,1.1125453,-0.17518501,0.04884533,0.28423828,-0.005434071,0.4477329,0.51724565,-0.19905785,0.7296234,0.3447038,0.4388021,0.18347706,0.8135711,0.97039235,0.94216347,-0.9088896,-0.6336427,-1.0045016,-0.8334469,-0.9856796,-0.98511577,-0.30687818,0.33071572,0.007452779,1.9304701,0.99565876,-2.8378932,4.462958,2.0457635,-0.0229358,0.48305622,0.7780793,0.64175284,0.4095235,-0.5139515,0.06802289,0.7642645,1.8989981,0.8991512,-0.70910615,0.8830813,0.8493479,-0.24377584,0.32304063,1.1848981,0.6953317,0.83883065,0.6492329,1.0617129,-0.49215457,0.38337004,1.0066984,-0.46543658,-0.72358555,2.2525644
SRR3954473,38.99297339,-123.0674491,-0.24578765,0.926155,-0.18749662,0.1412717,-0.40333965,-0.5403428,-0.13696782,-0.1337933,-0.45702896,1.0167409,-0.42448395,0.4343315,1.3886979,-0.09074014,-0.039859768,-1.5478315,1.592691,1.1125453,-0.17518501,0.04884533,0.28423828,-0.005434071,0.4477329,0.51724565,-0.19905785,0.7296234,0.3447038,0.4388021,0.18347706,0.8135711,0.97039235,0.94216347,-0.9088896,-0.6336427,-1.0045016,-0.8334469,-0.9856796,-0.98511577,-0.30687818,0.33071572,0.007452779,1.9304701,0.99565876,-2.8378932,4.462958,2.0457635,-0.0229358,0.48305622,0.7780793,0.64175284,0.4095235,-0.5139515,0.06802289,0.7642645,1.8989981,0.8991512,-0.70910615,0.8830813,0.8493479,-0.24377584,0.32304063,1.1848981,0.6953317,0.83883065,0.6492329,1.0617129,-0.49215457,0.38337004,1.0066984,-0.46543658,-0.72358555,2.2525644
SRR3954474,38.99297339,-123.0674491,-0.24578765,0.926155,-0.18749662,0.1412717,-0.40333965,-0.5403428,-0.13696782,-0.1337933,-0.45702896,1.0167409,-0.42448395,0.4343315,1.3886979,-0.09074014,-0.039859768,-1.5478315,1.592691,1.1125453,-0.17518501,0.04884533,0.28423828,-0.005434071,0.4477329,0.51724565,-0.19905785,0.7296234,0.3447038,0.4388021,0.18347706,0.8135711,0.97039235,0.94216347,-0.9088896,-0.6336427,-1.0045016,-0.8334469,-0.9856796,-0.98511577,-0.30687818,0.33071572,0.007452779,1.9304701,0.99565876,-2.8378932,4.462958,2.0457635,-0.0229358,0.48305622,0.7780793,0.64175284,0.4095235,-0.5139515,0.06802289,0.7642645,1.8989981,0.8991512,-0.70910615,0.8830813,0.8493479,-0.24377584,0.32304063,1.1848981,0.6953317,0.83883065,0.6492329,1.0617129,-0.49215457,0.38337004,1.0066984,-0.46543658,-0.72358555,2.2525644
SRR3969602,39.53,-107.78,-0.7056533,0.9028372,-0.75142795,-0.7975543,0.9001883,-0.52923524,-0.71483064,1.2274454,-1.0872713,0.8708638,-0.669978,0.2656353,0.63147044,-0.03239039,-0.2215323,0.19475107,0.0332546,0.6178926,-0.09810247,1.8802979,-0.07025986,1.2859545,3.221545,2.112408,-0.61649203,0.85493803,0.3128337,0.59188795,-0.48907495,-0.2663875,-0.7740459,-0.8786315,-1.2555149,-0.7268139,-0.75216836,-0.8358006,-0.78467995,-0.77097535,-0.65277416,0.11419258,0.2118031,0.95396525,-0.31743148,-0.9452525,0.4896617,-0.84683293,-0.32616308,1.7605882,1.3348666,0.8524386,1.6507721,-0.5520754,1.5736079,0.5401163,2.5651739,0.3316799,0.10734275,0.8540033,0.31438923,0.8633468,0.5781055,0.2403115,0.63925284,0.42909065,-0.33794087,-0.543163,0.2248963,-1.3603835,-0.5092656,0.14585511,-0.403009,-0.18303661
SRR3969907,39.53,-107.78,-0.7056533,0.9028372,-0.75142795,-0.7975543,0.9001883,-0.52923524,-0.71483064,1.2274454,-1.0872713,0.8708638,-0.669978,0.2656353,0.63147044,-0.03239039,-0.2215323,0.19475107,0.0332546,0.6178926,-0.09810247,1.8802979,-0.07025986,1.2859545,3.221545,2.112408,-0.61649203,0.85493803,0.3128337,0.59188795,-0.48907495,-0.2663875,-0.7740459,-0.8786315,-1.2555149,-0.7268139,-0.75216836,-0.8358006,-0.78467995,-0.77097535,-0.65277416,0.11419258,0.2118031,0.95396525,-0.31743148,-0.9452525,0.4896617,-0.84683293,-0.32616308,1.7605882,1.3348666,0.8524386,1.6507721,-0.5520754,1.5736079,0.5401163,2.5651739,0.3316799,0.10734275,0.8540033,0.31438923,0.8633468,0.5781055,0.2403115,0.63925284,0.42909065,-0.33794087,-0.543163,0.2248963,-1.3603835,-0.5092656,0.14585511,-0.403009,-0.18303661
SRR3970034,39.53,-107.78,-0.7056533,0.9028372,-0.75142795,-0.7975543,0.9001883,-0.52923524,-0.71483064,1.2274454,-1.0872713,0.8708638,-0.669978,0.2656353,0.63147044,-0.03239039,-0.2215323,0.19475107,0.0332546,0.6178926,-0.09810247,1.8802979,-0.07025986,1.2859545,3.221545,2.112408,-0.61649203,0.85493803,0.3128337,0.59188795,-0.48907495,-0.2663875,-0.7740459,-0.8786315,-1.2555149,-0.7268139,-0.75216836,-0.8358006,-0.78467995,-0.77097535,-0.65277416,0.11419258,0.2118031,0.95396525,-0.31743148,-0.9452525,0.4896617,-0.84683293,-0.32616308,1.7605882,1.3348666,0.8524386,1.6507721,-0.5520754,1.5736079,0.5401163,2.5651739,0.3316799,0.10734275,0.8540033,0.31438923,0.8633468,0.5781055,0.2403115,0.63925284,0.42909065,-0.33794087,-0.543163,0.2248963,-1.3603835,-0.5092656,0.14585511,-0.403009,-0.18303661
SRR3971189,39.53,-107.78,-0.7056533,0.9028372,-0.75142795,-0.7975543,0.9001883,-0.52923524,-0.71483064,1.2274454,-1.0872713,0.8708638,-0.669978,0.2656353,0.63147044,-0.03239039,-0.2215323,0.19475107,0.0332546,0.6178926,-0.09810247,1.8802979,-0.07025986,1.2859545,3.221545,2.112408,-0.61649203,0.85493803,0.3128337,0.59188795,-0.48907495,-0.2663875,-0.7740459,-0.8786315,-1.2555149,-0.7268139,-0.75216836,-0.8358006,-0.78467995,-0.77097535,-0.65277416,0.11419258,0.2118031,0.95396525,-0.31743148,-0.9452525,0.4896617,-0.84683293,-0.32616308,1.7605882,1.3348666,0.8524386,1.6507721,-0.5520754,1.5736079,0.5401163,2.5651739,0.3316799,0.10734275,0.8540033,0.31438923,0.8633468,0.5781055,0.2403115,0.63925284,0.42909065,-0.33794087,-0.543163,0.2248963,-1.3603835,-0.5092656,0.14585511,-0.403009,-0.18303661
SRR3972132,39.53,-107.78,-0.7056533,0.9028372,-0.75142795,-0.7975543,0.9001883,-0.52923524,-0.71483064,1.2274454,-1.0872713,0.8708638,-0.669978,0.2656353,0.63147044,-0.03239039,-0.2215323,0.19475107,0.0332546,0.6178926,-0.09810247,1.8802979,-0.07025986,1.2859545,3.221545,2.112408,-0.61649203,0.85493803,0.3128337,0.59188795,-0.48907495,-0.2663875,-0.7740459,-0.8786315,-1.2555149,-0.7268139,-0.75216836,-0.8358006,-0.78467995,-0.77097535,-0.65277416,0.11419258,0.2118031,0.95396525,-0.31743148,-0.9452525,0.4896617,-0.84683293,-0.32616308,1.7605882,1.3348666,0.8524386,1.6507721,-0.5520754,1.5736079,0.5401163,2.5651739,0.3316799,0.10734275,0.8540033,0.31438923,0.8633468,0.5781055,0.2403115,0.63925284,0.42909065,-0.33794087,-0.543163,0.2248963,-1.3603835,-0.5092656,0.14585511,-0.403009,-0.18303661
SRR3972141,39.53,-107.78,-0.7056533,0.9028372,-0.75142795,-0.7975543,0.9001883,-0.52923524,-0.71483064,1.2274454,-1.0872713,0.8708638,-0.669978,0.2656353,0.63147044,-0.03239039,-0.2215323,0.19475107,0.0332546,0.6178926,-0.09810247,1.8802979,-0.07025986,1.2859545,3.221545,2.112408,-0.61649203,0.85493803,0.3128337,0.59188795,-0.48907495,-0.2663875,-0.7740459,-0.8786315,-1.2555149,-0.7268139,-0.75216836,-0.8358006,-0.78467995,-0.77097535,-0.65277416,0.11419258,0.2118031,0.95396525,-0.31743148,-0.9452525,0.4896617,-0.84683293,-0.32616308,1.7605882,1.3348666,0.8524386,1.6507721,-0.5520754,1.5736079,0.5401163,2.5651739,0.3316799,0.10734275,0.8540033,0.31438923,0.8633468,0.5781055,0.2403115,0.63925284,0.42909065,-0.33794087,-0.543163,0.2248963,-1.3603835,-0.5092656,0.14585511,-0.403009,-0.18303661
SRR3972149,39.53,-107.78,-0.7056533,0.9028372,-0.75142795,-0.7975543,0.9001883,-0.52923524,-0.71483064,1.2274454,-1.0872713,0.8708638,-0.669978,0.2656353,0.63147044,-0.03239039,-0.2215323,0.19475107,0.0332546,0.6178926,-0.09810247,1.8802979,-0.07025986,1.2859545,3.221545,2.112408,-0.61649203,0.85493803,0.3128337,0.59188795,-0.48907495,-0.2663875,-0.7740459,-0.8786315,-1.2555149,-0.7268139,-0.75216836,-0.8358006,-0.78467995,-0.77097535,-0.65277416,0.11419258,0.2118031,0.95396525,-0.31743148,-0.9452525,0.4896617,-0.84683293,-0.32616308,1.7605882,1.3348666,0.8524386,1.6507721,-0.5520754,1.5736079,0.5401163,2.5651739,0.3316799,0.10734275,0.8540033,0.31438923,0.8633468,0.5781055,0.2403115,0.63925284,0.42909065,-0.33794087,-0.543163,0.2248963,-1.3603835,-0.5092656,0.14585511,-0.403009,-0.18303661
SRR3972293,18,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012186945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR3973802,18,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012186945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR3974375,18,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012186945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR3974376,18,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012186945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR3974377,18,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012186945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SRR3974390,18,-65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012186945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
