Sample.id,lat,lon,biomass,bdod,cec,cfv,clay,nitrogen,ocd,ph,sand,silt,soc,bio20,bio21,bio22,bio23,bio24,bio25,bio26,bio27,contrast,correlation,cv,dem,dissimilarity,eastness,entropy,evaporation,evenness,EVImax,EVImean,Gppmax,Gppmean,homogeneity,maximum,ref,ref_2,ref_3,ref_4,ref_5,ref_6,ref_7,NDVImax,NDVImean,northness,Nppmax,Nppmean,ocs,range,shannon,simpson,std,uniformity,variance,bio1,bio2,bio3,bio4,bio5,bio6,bio7,bio8,bio9,bio10,bio11,bio12,bio13,bio14,bio15,bio16,bio17,bio18,bio19
Ctu1_BDME190026003,30.39472222,121.2741667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012186945,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83385295,-1.40229,-0.83409923,-0.8318954,-2.0469403,-1.1506017,-0.78008395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ctu3_BDME190025997,30.39472222,121.2741667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012186945,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83385295,-1.40229,-0.83409923,-0.8318954,-2.0469403,-1.1506017,-0.78008395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ctu4_BDME190026009,30.39472222,121.2741667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012186945,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83385295,-1.40229,-0.83409923,-0.8318954,-2.0469403,-1.1506017,-0.78008395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ctu5_BDME190026013,30.39472222,121.2741667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012186945,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83385295,-1.40229,-0.83409923,-0.8318954,-2.0469403,-1.1506017,-0.78008395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cxia1_BDME190026007,30.39472222,121.2741667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012186945,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83385295,-1.40229,-0.83409923,-0.8318954,-2.0469403,-1.1506017,-0.78008395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cxia2_BDME190025877,30.39472222,121.2741667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012186945,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83385295,-1.40229,-0.83409923,-0.8318954,-2.0469403,-1.1506017,-0.78008395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cxia3_BDME190026000,30.39472222,121.2741667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012186945,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83385295,-1.40229,-0.83409923,-0.8318954,-2.0469403,-1.1506017,-0.78008395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cxia4_BDME190026012,30.39472222,121.2741667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012186945,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83385295,-1.40229,-0.83409923,-0.8318954,-2.0469403,-1.1506017,-0.78008395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cxia5_BDME190026016,30.39472222,121.2741667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.012186945,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83385295,-1.40229,-0.83409923,-0.8318954,-2.0469403,-1.1506017,-0.78008395,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERR1051325,34.98167,-97.52056,-0.30425468,1.3294209,-0.6967523,-1.4009194,0.4537681,-0.20294966,-0.50551504,0.07540752,-0.5760461,0.53713864,-0.43264207,0.48265788,0.73660547,0.21421212,-0.39388615,1.0208735,-0.48731554,0.7766371,0.13675065,-0.067184456,-0.85672474,-0.14323007,0.44849896,0.3365624,2.3157687,0.69076204,0.4733224,0.5193549,0.4907645,0.6072895,-0.11186658,-0.3506049,-0.7885365,-0.57487696,-0.9783798,-0.8698698,-0.9714618,-0.9786031,-0.21215692,0.6505773,0.26503927,2.082587,0.7434596,-2.409413,1.024572,-0.6731537,-0.29988563,0.20858516,0.7838696,0.66509014,0.1066652,-0.49938443,-0.15865584,0.8284807,1.0088121,0.043315936,-0.01197496,0.950418,0.6613293,0.28563756,0.7495358,0.4637671,0.9328355,0.71784794,0.60990477,0.4363869,0.68612117,-0.8291943,0.33496255,0.79224163,0.4411131,0.10987661
ERR436052,-34.233,138.309,-0.7360112,0.01117848,-0.7746775,-0.7943531,-0.0514888,-0.9071861,-0.7266095,1.2267543,1.4845374,-1.7461154,-0.52694815,0.63995093,0.9813434,0.22393811,-0.3298194,-1.151786,1.4206809,1.0788286,0.22371796,1.1485947,0.6021944,0.5742541,-0.23313946,1.221822,-2.9361937,0.72748715,0.76925904,0.42975858,1.318467,0.34934482,-0.21123466,-0.3452251,-0.74855137,-0.6295462,-0.80682623,-0.5957188,-0.9123356,-0.86498094,0.15371199,1.1439657,0.84530586,2.2938533,0.20775652,-1.9026369,1.3722191,-0.2900313,-0.60440093,1.4158425,0.899805,0.65813607,1.6597675,-0.51867306,1.4254124,0.87107366,1.3505114,1.0470473,-0.9097759,0.83903104,0.99577576,-0.64090025,0.4367202,1.2536763,0.74786484,0.96248823,-0.29100025,-0.46097413,-0.088736586,-0.86526483,-0.41795737,-0.06960705,-0.58185834,0.09350715
ERR436053,-34.233,138.309,-0.7360112,0.01117848,-0.7746775,-0.7943531,-0.0514888,-0.9071861,-0.7266095,1.2267543,1.4845374,-1.7461154,-0.52694815,0.63995093,0.9813434,0.22393811,-0.3298194,-1.151786,1.4206809,1.0788286,0.22371796,1.1485947,0.6021944,0.5742541,-0.23313946,1.221822,-2.9361937,0.72748715,0.76925904,0.42975858,1.318467,0.34934482,-0.21123466,-0.3452251,-0.74855137,-0.6295462,-0.80682623,-0.5957188,-0.9123356,-0.86498094,0.15371199,1.1439657,0.84530586,2.2938533,0.20775652,-1.9026369,1.3722191,-0.2900313,-0.60440093,1.4158425,0.899805,0.65813607,1.6597675,-0.51867306,1.4254124,0.87107366,1.3505114,1.0470473,-0.9097759,0.83903104,0.99577576,-0.64090025,0.4367202,1.2536763,0.74786484,0.96248823,-0.29100025,-0.46097413,-0.088736586,-0.86526483,-0.41795737,-0.06960705,-0.58185834,0.09350715
ERR436054,-34.233,138.309,-0.7360112,0.01117848,-0.7746775,-0.7943531,-0.0514888,-0.9071861,-0.7266095,1.2267543,1.4845374,-1.7461154,-0.52694815,0.63995093,0.9813434,0.22393811,-0.3298194,-1.151786,1.4206809,1.0788286,0.22371796,1.1485947,0.6021944,0.5742541,-0.23313946,1.221822,-2.9361937,0.72748715,0.76925904,0.42975858,1.318467,0.34934482,-0.21123466,-0.3452251,-0.74855137,-0.6295462,-0.80682623,-0.5957188,-0.9123356,-0.86498094,0.15371199,1.1439657,0.84530586,2.2938533,0.20775652,-1.9026369,1.3722191,-0.2900313,-0.60440093,1.4158425,0.899805,0.65813607,1.6597675,-0.51867306,1.4254124,0.87107366,1.3505114,1.0470473,-0.9097759,0.83903104,0.99577576,-0.64090025,0.4367202,1.2536763,0.74786484,0.96248823,-0.29100025,-0.46097413,-0.088736586,-0.86526483,-0.41795737,-0.06960705,-0.58185834,0.09350715
ERR436055,-34.255,138.318,-0.7335126,0.034296084,-0.792672,-0.7825781,-0.15448065,-0.88279235,-0.6968564,1.186994,1.6350747,-1.8611784,-0.5439963,0.63742954,0.9792394,0.22216143,-0.3288416,-1.1667631,1.419476,1.076836,0.22168574,0.8940103,0.2977135,0.4015064,-0.22916436,1.2951599,-2.3112705,0.7701415,0.7612915,0.42257184,1.2956766,0.37677485,-0.23482916,-0.3404545,-0.9688574,-0.5910052,-0.79257154,-0.5935178,-0.9058681,-0.8532241,0.14683574,1.1425388,0.85184693,2.2903035,0.19867983,-2.225009,1.3712995,-0.2732498,-0.79022765,1.532327,0.9396172,0.6836088,1.516803,-0.5253917,0.927855,0.86975724,1.3139607,1.0349466,-0.9117325,0.8344241,0.99577576,-0.64923406,0.43580252,1.251682,0.74572325,0.96149,-0.28512657,-0.45542336,-0.11351095,-0.85508955,-0.41330338,-0.06597655,-0.58006406,0.10056023
ERR436057,-34.255,138.318,-0.7335126,0.034296084,-0.792672,-0.7825781,-0.15448065,-0.88279235,-0.6968564,1.186994,1.6350747,-1.8611784,-0.5439963,0.63742954,0.9792394,0.22216143,-0.3288416,-1.1667631,1.419476,1.076836,0.22168574,0.8940103,0.2977135,0.4015064,-0.22916436,1.2951599,-2.3112705,0.7701415,0.7612915,0.42257184,1.2956766,0.37677485,-0.23482916,-0.3404545,-0.9688574,-0.5910052,-0.79257154,-0.5935178,-0.9058681,-0.8532241,0.14683574,1.1425388,0.85184693,2.2903035,0.19867983,-2.225009,1.3712995,-0.2732498,-0.79022765,1.532327,0.9396172,0.6836088,1.516803,-0.5253917,0.927855,0.86975724,1.3139607,1.0349466,-0.9117325,0.8344241,0.99577576,-0.64923406,0.43580252,1.251682,0.74572325,0.96149,-0.28512657,-0.45542336,-0.11351095,-0.85508955,-0.41330338,-0.06597655,-0.58006406,0.10056023
